suburb,rooms,type,price,method,seller_g,date,distance,postcode,bedroom2,bathroom,car,landsize,building_area,year_built,council_area,latitude,longitude,region_name,property_count,yr_qtr
Clifton Hill,3,h,NA,S,Jellis,2017-02-25,3.4,3068,3,2,2,118,170,2005,Yarra City Council,-37.7918,145.0014,Northern Metropolitan,2954,2017.1
Clifton Hill,2,h,1430000,S,Collins,2017-02-25,3.4,3068,2,1,0,151,NA,1910,Yarra City Council,-37.7912,144.9963,Northern Metropolitan,2954,2017.1
Clifton Hill,4,h,NA,S,Nelson,2017-02-25,3.4,3068,4,2,2,0,NA,NA,Yarra City Council,-37.7887,144.9961,Northern Metropolitan,2954,2017.1
Clifton Hill,4,h,1506000,S,Nelson,2017-02-25,3.4,3068,4,2,0,162,169,1995,Yarra City Council,-37.7885,144.9994,Northern Metropolitan,2954,2017.1
Clifton Hill,3,h,1150000,VB,Nelson,2016-07-26,3.4,3068,3,1,1,169,NA,NA,Yarra City Council,-37.7925,144.9877,Northern Metropolitan,2954,2016.3
Clifton Hill,2,h,NA,S,Nelson,2016-07-26,3.4,3068,2,1,1,112,NA,NA,Yarra City Council,-37.7932,145.0015,Northern Metropolitan,2954,2016.3
Clifton Hill,1,u,363000,S,hockingstuart,2016-06-27,3.4,3068,1,1,1,0,NA,NA,Yarra City Council,NA,NA,Northern Metropolitan,2954,2016.2
Clifton Hill,3,h,1360000,S,Nelson,2016-06-27,3.4,3068,3,1,0,118,118,1880,Yarra City Council,-37.7921,144.9858,Northern Metropolitan,2954,2016.2
Clifton Hill,3,t,841000,PI,Jellis,2016-11-27,3.4,3068,NA,NA,NA,NA,NA,NA,Yarra City Council,NA,NA,Northern Metropolitan,2954,2016.4
Clifton Hill,3,t,897500,SP,Jellis,2016-11-27,3.4,3068,NA,NA,NA,NA,NA,NA,Yarra City Council,NA,NA,Northern Metropolitan,2954,2016.4
Clifton Hill,3,t,810000,PI,Raine,2016-05-28,3.4,3068,NA,NA,NA,NA,NA,NA,Yarra City Council,NA,NA,Northern Metropolitan,2954,2016.2
Clifton Hill,3,h,NA,PI,hockingstuart,2016-05-28,3.4,3068,3,1,0,152,NA,1888,Yarra City Council,-37.7885,144.9986,Northern Metropolitan,2954,2016.2
Clifton Hill,2,h,1270000,S,Nelson,2016-08-28,3.4,3068,NA,NA,NA,NA,NA,NA,Yarra City Council,NA,NA,Northern Metropolitan,2954,2016.3
Clifton Hill,2,t,640000,VB,Miles,2016-08-28,3.4,3068,2,1,1,0,NA,NA,Yarra City Council,-37.7873,144.9961,Northern Metropolitan,2954,2016.3
Clifton Hill,3,h,NA,S,Jellis,2016-07-30,3.4,3068,2,1,1,198,NA,NA,Yarra City Council,-37.7871,144.9985,Northern Metropolitan,2954,2016.3
Coburg,2,u,NA,SN,Barry,2016-09-03,7.8,3058,2,1,1,0,64,1980,Darebin City Council,-37.7527,144.9522,Northern Metropolitan,11204,2016.3
Coburg,2,h,850000,SP,Brad,2016-09-03,7.8,3058,2,1,1,371,93,1930,Darebin City Council,-37.735,144.9589,Northern Metropolitan,11204,2016.3
Coburg,3,h,NA,SN,Barry,2016-09-03,7.8,3058,2,1,1,241,106,1950,Darebin City Council,-37.7372,144.9595,Northern Metropolitan,11204,2016.3
Coburg,3,h,NA,S,Raine,2016-09-03,7.8,3058,3,1,2,441,107,1920,Darebin City Council,-37.7448,144.9738,Northern Metropolitan,11204,2016.3
Coburg,3,h,784000,S,Nelson,2016-09-03,7.8,3058,2,1,1,286,110,1890,Darebin City Council,-37.7427,144.952,Northern Metropolitan,11204,2016.3
Coburg,3,h,NA,SN,Barry,2016-12-03,7.8,3058,3,1,3,417,134,1930,Darebin City Council,-37.7416,144.9576,Northern Metropolitan,11204,2016.4
Coburg,2,t,655000,S,Nelson,2016-12-03,7.8,3058,NA,NA,NA,NA,NA,NA,Darebin City Council,NA,NA,Northern Metropolitan,11204,2016.4
Coburg,3,h,680000,S,Nelson,2016-12-03,7.8,3058,3,1,0,702,108,1950,Darebin City Council,-37.7391,144.9812,Northern Metropolitan,11204,2016.4
Coburg,4,h,1221000,S,Nelson,2016-12-03,7.8,3058,4,1,2,596,NA,NA,Darebin City Council,-37.7456,144.9696,Northern Metropolitan,11204,2016.4
Coburg,2,t,807000,S,Nelson,2016-12-03,7.8,3058,2,2,1,0,176,2010,Darebin City Council,-37.7546,144.9713,Northern Metropolitan,11204,2016.4
Coburg,3,h,790000,S,Del,2016-12-03,7.8,3058,3,1,2,371,NA,NA,Darebin City Council,-37.7435,144.9507,Northern Metropolitan,11204,2016.4
Coburg,4,h,955000,S,Nelson,2016-12-03,7.8,3058,4,2,1,295,NA,NA,Darebin City Council,-37.7374,144.9617,Northern Metropolitan,11204,2016.4
Coburg,2,t,480000,VB,Nelson,2016-12-03,7.8,3058,NA,NA,NA,NA,NA,NA,Darebin City Council,NA,NA,Northern Metropolitan,11204,2016.4
Coburg,3,h,675000,PI,Walshe,2016-02-04,7.8,3058,3,1,2,142,123,2005,Darebin City Council,-37.7382,144.973,Northern Metropolitan,11204,2016.1
Coburg,3,h,NA,S,Jellis,2017-03-04,7.8,3058,3,2,1,468,140,1925,Darebin City Council,-37.7356,144.9617,Northern Metropolitan,11204,2017.1
Coburg,3,h,1300000,S,McDonald,2017-03-04,7.8,3058,NA,NA,NA,NA,NA,NA,Darebin City Council,NA,NA,Northern Metropolitan,11204,2017.1
Coburg,3,h,1010000,S,Jellis,2017-03-04,7.8,3058,3,2,1,278,278,NA,Darebin City Council,-37.7494,144.9686,Northern Metropolitan,11204,2017.1
Coburg,3,h,1202000,S,Nelson,2017-03-04,7.8,3058,3,2,2,423,140,1940,Darebin City Council,-37.7493,144.9559,Northern Metropolitan,11204,2017.1
Coburg,3,h,1370000,S,Ray,2017-03-04,7.8,3058,3,1,1,233,180,1890,Darebin City Council,-37.7549,144.9611,Northern Metropolitan,11204,2017.1
Coburg,2,h,550000,S,hockingstuart,2017-03-04,7.8,3058,2,1,1,0,NA,NA,Darebin City Council,-37.7358,144.9801,Northern Metropolitan,11204,2017.1
Coburg,3,h,1000000,VB,Jellis,2017-03-04,7.8,3058,3,2,3,370,110,1920,Darebin City Council,-37.744,144.9501,Northern Metropolitan,11204,2017.1
Coburg,3,h,935500,S,Brad,2017-03-04,7.8,3058,3,1,2,386,NA,NA,Darebin City Council,-37.7364,144.96,Northern Metropolitan,11204,2017.1
Coburg,8,u,2250000,PI,Peter,2017-03-04,7.8,3058,4,2,4,983,NA,NA,Darebin City Council,-37.7517,144.9699,Northern Metropolitan,11204,2017.1
Coburg,4,h,NA,SN,Barry,2016-06-04,7.8,3058,2,2,2,477,202,1950,Darebin City Council,-37.7346,144.9504,Northern Metropolitan,11204,2016.2
Coburg,4,h,145000,PI,Jellis,2016-06-04,7.8,3058,3,1,1,536,164,1910,Darebin City Council,-37.7555,144.9658,Northern Metropolitan,11204,2016.2
Coburg,4,h,905000,S,LITTLE,2016-06-04,7.8,3058,3,2,1,439,NA,NA,Darebin City Council,-37.7363,144.9507,Northern Metropolitan,11204,2016.2
Coburg,3,h,NA,S,Nelson,2016-06-04,7.8,3058,2,1,1,419,NA,NA,Darebin City Council,-37.7532,144.9729,Northern Metropolitan,11204,2016.2
Coburg,3,h,860000,S,Peter,2016-06-04,7.8,3058,3,1,1,283,109,1915,Darebin City Council,-37.7416,144.9582,Northern Metropolitan,11204,2016.2
Coburg,2,h,953000,S,Jellis,2016-08-06,7.8,3058,2,1,1,170,101,1890,Darebin City Council,-37.7508,144.9608,Northern Metropolitan,11204,2016.3
Coburg,2,h,735000,SP,Nelson,2016-08-06,7.8,3058,2,1,1,280,93,1900,Darebin City Council,-37.7429,144.952,Northern Metropolitan,11204,2016.3
Coburg,3,h,NA,SN,Barry,2016-05-07,7.8,3058,2,1,1,371,NA,NA,Darebin City Council,-37.7453,144.9588,Northern Metropolitan,11204,2016.2
Coburg,3,t,550000,PI,Brace,2016-05-07,7.8,3058,3,2,2,0,168,NA,Darebin City Council,-37.7372,144.9764,Northern Metropolitan,11204,2016.2
Coburg,2,t,790000,S,Raine,2016-05-07,7.8,3058,NA,NA,NA,NA,NA,NA,Darebin City Council,NA,NA,Northern Metropolitan,11204,2016.2
Coburg,3,h,1100000,VB,Nelson,2016-05-07,7.8,3058,3,1,1,576,NA,NA,Darebin City Council,-37.7432,144.9474,Northern Metropolitan,11204,2016.2
Coburg,3,h,947000,S,Brad,2016-11-07,7.8,3058,3,1,1,372,125,1920,Darebin City Council,-37.735,144.9581,Northern Metropolitan,11204,2016.4
Coburg,2,t,NA,SP,Caine,2016-11-07,7.8,3058,2,2,2,0,112,2004,Darebin City Council,-37.7367,144.9701,Northern Metropolitan,11204,2016.4
Coburg,2,u,500000,SP,Jellis,2016-11-07,7.8,3058,2,1,1,0,74,1970,Darebin City Council,-37.7405,144.9644,Northern Metropolitan,11204,2016.4
Coburg,3,t,865000,S,Nelson,2016-11-07,7.8,3058,3,2,2,263,NA,2008,Darebin City Council,-37.7546,144.9713,Northern Metropolitan,11204,2016.4
Coburg,3,h,NA,SP,Biggin,2016-10-08,7.8,3058,2,1,1,643,135,1920,Darebin City Council,-37.7422,144.9727,Northern Metropolitan,11204,2016.4
Coburg,2,u,466000,S,Nelson,2016-10-08,7.8,3058,2,1,1,0,62,1980,Darebin City Council,-37.7527,144.9522,Northern Metropolitan,11204,2016.4
Coburg,3,t,740000,VB,Nelson,2016-10-08,7.8,3058,3,2,1,255,164,2014,Darebin City Council,-37.7546,144.9713,Northern Metropolitan,11204,2016.4
Coburg,3,h,812000,S,Nicholson,2016-10-08,7.8,3058,3,1,1,370,130,1930,Darebin City Council,-37.756100000000004,144.9718,Northern Metropolitan,11204,2016.4
Coburg,3,h,766000,S,Nicholson,2016-10-08,7.8,3058,3,1,0,378,124,1930,Darebin City Council,-37.756100000000004,144.9716,Northern Metropolitan,11204,2016.4
Coburg,3,h,825000,S,Nicholson,2016-10-08,7.8,3058,2,1,1,374,118,1910,Darebin City Council,-37.756100000000004,144.9715,Northern Metropolitan,11204,2016.4
Coburg,4,h,1131000,S,Nelson,2016-10-08,7.8,3058,4,2,2,494,300,2001,Darebin City Council,-37.7359,144.9711,Northern Metropolitan,11204,2016.4
Coburg,3,h,1064000,SP,Nelson,2016-10-08,7.8,3058,3,2,1,417,178,1940,Darebin City Council,-37.7478,144.9583,Northern Metropolitan,11204,2016.4
Coburg,2,t,610000,PI,Ray,2016-10-08,7.8,3058,2,2,1,114,NA,NA,Darebin City Council,-37.7466,144.9482,Northern Metropolitan,11204,2016.4
Coburg,3,h,1210000,S,Nelson,2016-09-10,7.8,3058,3,1,1,379,125,1925,Darebin City Council,-37.7544,144.9764,Northern Metropolitan,11204,2016.3
Coburg,3,h,NA,S,Jellis,2016-09-10,7.8,3058,3,1,1,371,NA,NA,Darebin City Council,-37.7352,144.9572,Northern Metropolitan,11204,2016.3
Coburg,3,h,NA,SN,Barry,2016-09-10,7.8,3058,NA,NA,NA,NA,NA,NA,Darebin City Council,NA,NA,Northern Metropolitan,11204,2016.3
Coburg,2,u,434000,S,Nelson,2016-09-10,7.8,3058,2,1,1,0,80,1965,Darebin City Council,-37.7405,144.9644,Northern Metropolitan,11204,2016.3
Coburg,4,h,NA,SP,Nelson,2016-09-10,7.8,3058,4,2,4,551,NA,NA,Darebin City Council,-37.7377,144.9506,Northern Metropolitan,11204,2016.3
Coburg,2,u,653000,SP,Peter,2016-09-10,7.8,3058,2,1,1,129,107,2012,Darebin City Council,-37.7422,144.9606,Northern Metropolitan,11204,2016.3
Coburg,4,h,NA,SN,Barry,2016-09-10,7.8,3058,3,1,1,393,104,1950,Darebin City Council,-37.744,144.9582,Northern Metropolitan,11204,2016.3
Coburg,3,h,NA,SN,Barry,2016-12-10,7.8,3058,3,1,2,491,113,1950,Darebin City Council,-37.7357,144.9502,Northern Metropolitan,11204,2016.4
Coburg,3,t,640000,S,Nelson,2016-12-10,7.8,3058,3,1,2,119,109,1995,Darebin City Council,-37.7403,144.9491,Northern Metropolitan,11204,2016.4
Coburg,3,h,NA,PI,Nelson,2016-12-10,7.8,3058,NA,NA,NA,NA,NA,NA,Darebin City Council,NA,NA,Northern Metropolitan,11204,2016.4
Coburg,2,h,820000,S,Peter,2016-12-10,7.8,3058,2,1,1,597,NA,1960,Darebin City Council,-37.7402,144.9807,Northern Metropolitan,11204,2016.4
Coburg,4,h,1250000,S,Jellis,2016-12-10,7.8,3058,4,1,2,613,NA,NA,Darebin City Council,-37.7433,144.9762,Northern Metropolitan,11204,2016.4
Coburg,5,h,1335000,S,Nelson,2016-12-10,7.8,3058,5,3,2,390,NA,NA,Darebin City Council,-37.7376,144.9726,Northern Metropolitan,11204,2016.4
Coburg,6,h,1900000,VB,hockingstuart,2016-12-10,7.8,3058,6,2,2,1060,NA,NA,Darebin City Council,-37.7523,144.9725,Northern Metropolitan,11204,2016.4
Coburg,3,t,810000,S,JMRE,2017-02-11,7.8,3058,NA,NA,NA,NA,NA,NA,Darebin City Council,NA,NA,Northern Metropolitan,11204,2017.1
Coburg,4,h,NA,SN,Barry,2016-11-12,7.8,3058,4,1,1,416,NA,NA,Darebin City Council,-37.7414,144.9576,Northern Metropolitan,11204,2016.4
Coburg,3,h,1090000,S,ASL,2016-11-12,7.8,3058,3,1,1,464,NA,NA,Darebin City Council,-37.753,144.9485,Northern Metropolitan,11204,2016.4
Coburg,4,h,NA,PN,Changing,2016-11-12,7.8,3058,4,2,2,420,217,1940,Darebin City Council,-37.7512,144.9518,Northern Metropolitan,11204,2016.4
Coburg,3,h,1130000,SP,Re,2016-11-12,7.8,3058,3,1,2,735,127,1920,Darebin City Council,-37.7379,144.9623,Northern Metropolitan,11204,2016.4
Coburg,4,h,1145000,S,Nelson,2016-11-12,7.8,3058,4,2,2,480,NA,NA,Darebin City Council,-37.7402,144.9607,Northern Metropolitan,11204,2016.4
Coburg,2,t,657000,SP,Nelson,2016-08-13,7.8,3058,2,1,2,138,NA,NA,Darebin City Council,-37.7427,144.9711,Northern Metropolitan,11204,2016.3
Coburg,3,t,NA,SN,Brace,2016-08-13,7.8,3058,3,2,2,184,NA,NA,Darebin City Council,-37.7368,144.9734,Northern Metropolitan,11204,2016.3
Coburg,2,h,NA,SN,Barry,2016-05-14,7.8,3058,2,1,2,500,111,1948,Darebin City Council,-37.7346,144.95,Northern Metropolitan,11204,2016.2
Coburg,3,h,763000,S,Woodards,2016-05-14,7.8,3058,3,2,1,107,110,1994,Darebin City Council,-37.7517,144.963,Northern Metropolitan,11204,2016.2
Coburg,2,h,NA,SP,Nelson,2016-10-15,7.8,3058,2,1,1,174,84,1930,Darebin City Council,-37.7495,144.9688,Northern Metropolitan,11204,2016.4
Coburg,2,h,903000,S,Nelson,2016-10-15,7.8,3058,2,1,1,253,94,1910,Darebin City Council,-37.7484,144.9521,Northern Metropolitan,11204,2016.4
Coburg,3,h,1000000,S,Nelson,2016-10-15,7.8,3058,3,1,1,431,117,1970,Darebin City Council,-37.75,144.9695,Northern Metropolitan,11204,2016.4
Coburg,3,h,NA,S,Nelson,2016-10-15,7.8,3058,3,1,1,465,460,1960,Darebin City Council,-37.7476,144.9556,Northern Metropolitan,11204,2016.4
Coburg,4,h,1742000,SP,Nelson,2016-10-15,7.8,3058,3,2,4,482,256,2006,Darebin City Council,-37.7529,144.9534,Northern Metropolitan,11204,2016.4
Coburg,4,h,865000,S,Brad,2016-04-16,7.8,3058,4,1,1,452,125,1925,Darebin City Council,-37.7525,144.948,Northern Metropolitan,11204,2016.2
Coburg,2,u,485000,VB,Nelson,2016-04-16,7.8,3058,2,2,1,0,96,1880,Darebin City Council,-37.7367,144.9701,Northern Metropolitan,11204,2016.2
Coburg,3,h,765000,S,Nelson,2016-04-16,7.8,3058,NA,NA,NA,NA,NA,NA,Darebin City Council,NA,NA,Northern Metropolitan,11204,2016.2
Coburg,3,h,1278000,S,Peter,2016-07-16,7.8,3058,3,2,3,405,156,1930,Darebin City Council,-37.7464,144.959,Northern Metropolitan,11204,2016.3
Coburg,3,t,NA,S,Nelson,2016-07-16,7.8,3058,3,2,2,154,154,NA,Darebin City Council,-37.7411,144.9762,Northern Metropolitan,11204,2016.3
Coburg,3,t,590000,VB,Ray,2016-09-17,7.8,3058,3,2,2,0,109,2013,Darebin City Council,-37.7458,144.9751,Northern Metropolitan,11204,2016.3
Coburg,3,h,NA,W,Peter,2016-09-17,7.8,3058,3,1,1,622,105,1925,Darebin City Council,-37.7453,144.9768,Northern Metropolitan,11204,2016.3
Coburg,4,h,1000000,SP,Peter,2016-09-17,7.8,3058,4,2,1,381,NA,1938,Darebin City Council,-37.7337,144.9548,Northern Metropolitan,11204,2016.3
Coburg,3,t,590000,PI,Brace,2016-09-17,7.8,3058,3,2,2,0,168,NA,Darebin City Council,-37.7372,144.9764,Northern Metropolitan,11204,2016.3
Coburg,3,h,1030000,S,Considine,2016-09-17,7.8,3058,3,1,1,404,NA,NA,Darebin City Council,-37.7504,144.9537,Northern Metropolitan,11204,2016.3
Coburg,4,h,1136000,S,Ray,2017-03-18,7.8,3058,4,3,1,420,146,1920,Darebin City Council,-37.7501,144.962,Northern Metropolitan,11204,2017.1
Coburg,2,t,635000,S,Ray,2017-03-18,7.8,3058,2,1,1,97,95,2014,Darebin City Council,-37.7516,144.9623,Northern Metropolitan,11204,2017.1
Coburg,3,u,782000,S,Harcourts,2017-03-18,7.8,3058,NA,NA,NA,NA,NA,NA,Darebin City Council,NA,NA,Northern Metropolitan,11204,2017.1
Coburg,3,h,1061000,S,Brad,2017-03-18,7.8,3058,3,1,1,527,NA,NA,Darebin City Council,-37.7359,144.9502,Northern Metropolitan,11204,2017.1
Coburg,3,h,NA,SN,Brad,2017-03-18,7.8,3058,NA,NA,NA,NA,NA,NA,Darebin City Council,NA,NA,Northern Metropolitan,11204,2017.1
Coburg,4,h,1155000,S,Nelson,2017-03-18,7.8,3058,4,1,2,370,NA,NA,Darebin City Council,-37.7431,144.956,Northern Metropolitan,11204,2017.1
Coburg,4,h,650000,PI,RT,2016-06-18,7.8,3058,3,2,2,312,NA,NA,Darebin City Council,-37.7362,144.9714,Northern Metropolitan,11204,2016.2
Coburg,4,h,NA,SN,Barry,2016-06-18,7.8,3058,4,1,1,482,148,1920,Darebin City Council,-37.7464,144.9701,Northern Metropolitan,11204,2016.2
Coburg,3,h,1286000,S,Nelson,2016-06-18,7.8,3058,3,2,2,435,NA,NA,Darebin City Council,-37.7477,144.9483,Northern Metropolitan,11204,2016.2
Coburg,3,h,885000,S,Nelson,2016-06-18,7.8,3058,3,1,2,255,NA,1920,Darebin City Council,-37.7493,144.9701,Northern Metropolitan,11204,2016.2
Coburg,4,h,1160000,PI,Jellis,2016-06-18,7.8,3058,4,2,5,371,NA,1888,Darebin City Council,-37.7436,144.962,Northern Metropolitan,11204,2016.2
Coburg,3,h,NA,SP,Raine,2016-06-18,7.8,3058,3,2,2,211,148,NA,Darebin City Council,-37.749,144.9583,Northern Metropolitan,11204,2016.2
Coburg,4,h,1400000,S,RE,2016-06-18,7.8,3058,4,1,1,856,189,1970,Darebin City Council,-37.7432,144.9481,Northern Metropolitan,11204,2016.2
Coburg,2,u,470000,SP,Raine,2016-06-18,7.8,3058,2,2,1,0,NA,NA,Darebin City Council,-37.7379,144.9683,Northern Metropolitan,11204,2016.2
Coburg,3,h,NA,SP,Nelson,2016-06-18,7.8,3058,3,1,3,447,NA,NA,Darebin City Council,-37.7501,144.9685,Northern Metropolitan,11204,2016.2
Coburg,2,h,NA,SN,Barry,2016-11-19,7.8,3058,2,1,1,418,105,1940,Darebin City Council,-37.7399,144.9543,Northern Metropolitan,11204,2016.4
Coburg,3,h,NA,SP,Nelson,2016-11-19,7.8,3058,3,1,2,318,NA,NA,Darebin City Council,-37.7485,144.953,Northern Metropolitan,11204,2016.4
Coburg,5,h,1725000,S,Nelson,2016-11-19,7.8,3058,NA,NA,NA,NA,NA,NA,Darebin City Council,NA,NA,Northern Metropolitan,11204,2016.4
Coburg,3,h,1260000,S,Jellis,2016-11-19,7.8,3058,3,2,0,407,230,1930,Darebin City Council,-37.7471,144.9579,Northern Metropolitan,11204,2016.4
Coburg,1,u,NA,PI,Raine,2016-11-19,7.8,3058,1,1,1,0,47,1970,Darebin City Council,-37.7539,144.9525,Northern Metropolitan,11204,2016.4
Coburg,3,h,NA,SN,Barry,2016-11-19,7.8,3058,4,1,1,417,135,1920,Darebin City Council,-37.751,144.9764,Northern Metropolitan,11204,2016.4
Coburg,2,h,NA,SP,Ray,2016-11-19,7.8,3058,2,1,2,336,94,NA,Darebin City Council,-37.7484,144.9612,Northern Metropolitan,11204,2016.4
Coburg,2,h,920000,SP,Jellis,2016-11-19,7.8,3058,2,1,0,157,NA,NA,Darebin City Council,-37.7464,144.9676,Northern Metropolitan,11204,2016.4
Coburg,5,h,NA,SN,Barry,2016-11-19,7.8,3058,5,2,2,617,NA,NA,Darebin City Council,-37.7542,144.9612,Northern Metropolitan,11204,2016.4
Coburg,3,h,NA,S,Brad,2016-11-19,7.8,3058,3,1,1,372,112,1930,Darebin City Council,-37.7349,144.9598,Northern Metropolitan,11204,2016.4
Coburg,3,h,841000,S,Re,2016-11-19,7.8,3058,3,1,3,385,98,1920,Darebin City Council,-37.734,144.9603,Northern Metropolitan,11204,2016.4
Coburg,2,u,537500,S,Nelson,2016-11-19,7.8,3058,2,1,1,0,73,1975,Darebin City Council,-37.7435,144.9563,Northern Metropolitan,11204,2016.4
Coburg,4,h,NA,SN,Walsh,2016-05-22,7.8,3058,3,1,2,477,139,1920,Darebin City Council,-37.7557,144.9729,Northern Metropolitan,11204,2016.2
Coburg,3,h,NA,S,Nelson,2016-05-22,7.8,3058,3,2,2,432,NA,NA,Darebin City Council,-37.7359,144.9638,Northern Metropolitan,11204,2016.2
Coburg,4,h,NA,S,Jellis,2016-08-22,7.8,3058,3,2,2,380,170,1910,Darebin City Council,-37.7485,144.952,Northern Metropolitan,11204,2016.3
Coburg,2,h,1130000,S,Brad,2016-08-22,7.8,3058,2,1,2,520,NA,NA,Darebin City Council,-37.7543,144.9717,Northern Metropolitan,11204,2016.3
Coburg,3,t,664000,SP,Nelson,2016-08-22,7.8,3058,NA,NA,NA,NA,NA,NA,Darebin City Council,NA,NA,Northern Metropolitan,11204,2016.3
Coburg,2,t,598000,S,Nelson,2016-08-22,7.8,3058,2,1,1,108,100,2007,Darebin City Council,-37.7379,144.9617,Northern Metropolitan,11204,2016.3
Coburg,3,h,1120000,S,Raine,2016-08-22,7.8,3058,3,2,1,293,180,2006,Darebin City Council,-37.7481,144.9663,Northern Metropolitan,11204,2016.3
Coburg,3,h,870000,S,Nelson,2016-08-22,7.8,3058,3,1,1,371,100,1980,Darebin City Council,-37.735,144.9558,Northern Metropolitan,11204,2016.3
Coburg,3,t,NA,S,Nelson,2016-08-22,7.8,3058,3,2,2,219,NA,2000,Darebin City Council,-37.7451,144.9583,Northern Metropolitan,11204,2016.3
Coburg,3,h,680000,PI,Raine,2016-04-23,7.8,3058,2,1,2,462,72,1920,Darebin City Council,-37.7448,144.9478,Northern Metropolitan,11204,2016.2
Coburg,3,h,670000,PI,Raine,2016-04-23,7.8,3058,NA,NA,NA,NA,NA,NA,Darebin City Council,NA,NA,Northern Metropolitan,11204,2016.2
Coburg,1,h,482500,S,Raine,2016-04-23,7.8,3058,1,1,1,108,NA,NA,Darebin City Council,-37.7554,144.9648,Northern Metropolitan,11204,2016.2
Coburg,3,h,825000,S,Ray,2016-04-23,7.8,3058,3,1,2,577,131,1920,Darebin City Council,-37.7459,144.9773,Northern Metropolitan,11204,2016.2
Coburg,3,h,725000,S,Brad,2016-04-23,7.8,3058,3,1,0,238,131,1900,Darebin City Council,-37.7539,144.9612,Northern Metropolitan,11204,2016.2
Coburg,4,h,1250000,VB,Nelson,2016-04-23,7.8,3058,4,3,1,515,249,1900,Darebin City Council,-37.7537,144.9766,Northern Metropolitan,11204,2016.2
Coburg,3,h,NA,SN,Barry,2016-09-24,7.8,3058,3,1,1,223,127,1995,Darebin City Council,-37.7454,144.9571,Northern Metropolitan,11204,2016.3
Coburg,3,h,NA,SN,Barry,2016-09-24,7.8,3058,3,1,1,356,109,1915,Darebin City Council,-37.7404,144.9553,Northern Metropolitan,11204,2016.3
Coburg,2,h,1008000,S,Jellis,2016-09-24,7.8,3058,2,1,3,457,89,1940,Darebin City Council,-37.7505,144.9725,Northern Metropolitan,11204,2016.3
Coburg,3,t,800000,PI,Peter,2016-09-24,7.8,3058,NA,NA,NA,NA,NA,NA,Darebin City Council,NA,NA,Northern Metropolitan,11204,2016.3
Coburg,2,t,599000,S,Ray,2016-09-24,7.8,3058,2,2,1,76,NA,NA,Darebin City Council,-37.7474,144.9621,Northern Metropolitan,11204,2016.3
Coburg,2,h,860000,S,Nelson,2016-09-24,7.8,3058,2,1,1,483,NA,NA,Darebin City Council,-37.7509,144.9696,Northern Metropolitan,11204,2016.3
Coburg,4,h,990000,SP,Grantham,2016-09-24,7.8,3058,4,1,1,488,142,1930,Darebin City Council,-37.7537,144.9532,Northern Metropolitan,11204,2016.3
Coburg,2,u,451000,S,RT,2016-09-24,7.8,3058,2,1,1,0,72,1970,Darebin City Council,-37.752,144.954,Northern Metropolitan,11204,2016.3
Coburg,2,h,635000,S,Brad,2017-02-25,7.8,3058,2,2,3,339,149,1920,Darebin City Council,-37.7404,144.9559,Northern Metropolitan,11204,2017.1
Coburg,5,h,1020000,PI,Raine,2017-02-25,7.8,3058,5,2,4,381,286,1985,Darebin City Council,-37.7492,144.969,Northern Metropolitan,11204,2017.1
Coburg,3,h,967000,S,Nelson,2017-02-25,7.8,3058,3,1,1,169,NA,NA,Darebin City Council,-37.7494,144.9681,Northern Metropolitan,11204,2017.1
Coburg,3,h,1025000,VB,Jellis,2017-02-25,7.8,3058,3,1,3,336,112,1950,Darebin City Council,-37.7408,144.9558,Northern Metropolitan,11204,2017.1
Coburg,3,h,700000,SP,Brad,2017-02-25,7.8,3058,3,1,1,138,102,2000,Darebin City Council,-37.7406,144.9555,Northern Metropolitan,11204,2017.1
Coburg,3,h,NA,S,Jellis,2017-02-25,7.8,3058,3,2,2,494,158,1910,Darebin City Council,-37.7563,144.9731,Northern Metropolitan,11204,2017.1
Coburg,3,h,1130000,S,Nelson,2017-02-25,7.8,3058,3,1,3,206,80,1945,Darebin City Council,-37.7382,144.9563,Northern Metropolitan,11204,2017.1
Coburg,3,h,835000,SA,Peter,2017-02-25,7.8,3058,3,1,2,385,NA,NA,Darebin City Council,-37.7376,144.9638,Northern Metropolitan,11204,2017.1
Coburg,4,h,1075000,S,Hodges,2017-02-25,7.8,3058,4,1,4,531,187,1925,Darebin City Council,-37.7473,144.9528,Northern Metropolitan,11204,2017.1
Coburg,3,h,845000,S,Brad,2017-02-25,7.8,3058,3,1,1,221,NA,1980,Darebin City Council,-37.748,144.9603,Northern Metropolitan,11204,2017.1
Coburg,1,h,NA,S,Jellis,2017-02-25,7.8,3058,1,1,2,325,103,1910,Darebin City Council,-37.7465,144.969,Northern Metropolitan,11204,2017.1
Coburg,3,t,600000,S,Brad,2017-02-25,7.8,3058,3,1,1,102,95,1976,Darebin City Council,-37.736,144.9665,Northern Metropolitan,11204,2017.1
Coburg,4,h,1461000,S,Jellis,2017-02-25,7.8,3058,4,2,2,571,NA,NA,Darebin City Council,-37.7535,144.9779,Northern Metropolitan,11204,2017.1
Coburg,2,t,605000,PI,Peter,2017-02-25,7.8,3058,NA,NA,NA,NA,NA,NA,Darebin City Council,NA,NA,Northern Metropolitan,11204,2017.1
Coburg,4,h,NA,PI,Barry,2016-07-26,7.8,3058,4,2,2,393,NA,NA,Darebin City Council,-37.7356,144.9606,Northern Metropolitan,11204,2016.3
